"stack","root","parent","status","template_resources","physical_entries","lambda","appsync","dynamodb_native","dynamodb_custom","cognito","s3","iam","custom","nested","outputs"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMerchProductCategoryNestedStack-A52OPFYVX2YC","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMerchProductImageNestedStackMer-1PJNFBQ636JOK","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMerchProductNestedStackMerchPro-1E0UHCWYD548X","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataMerchProductVariantNestedStackM-14Q5EEN1RI7TM","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataPermissionAuditEventNestedStack-ZKMT5CRFO7JX","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataPermissionDefinitionNestedStack-1B78EC4862VOL","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataPlayerChampionPoolEntryNestedSt-1VGA6FUVYCYTD","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataRewardRedemptionEventClaimNeste-1C7GKO7BNK5SM","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataRewardRedemptionEventNestedStac-1VQ9AIQTQMAW9","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTeamMembershipNestedStackTeamMe-Z648JKYMLC8H","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTeamNestedStackTeamNestedStackR-1BJ9ZP7NA30HX","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTeamRosterSlotNestedStackTeamRo-ADN5U8QAT6YH","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTwitchCommandNestedStackTwitchC-1IMB4QJ9P5USB","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTwitchIntegrationNestedStackTwi-16TGWHFOE0NZP","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTwitchOAuthTransactionNestedSta-189C6LV7LBFF8","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTwitchRuntimeHealthNestedStackT-1S9Q6QDYKJ6WM","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataTwitchTokenVaultNestedStackTwit-10WB1L0BULJN4","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataUserProfileNestedStackUserProfi-NV7TZ0XYFHBQ","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataWorkspaceMembershipNestedStackW-17CCLILSXX5PH","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataWorkspaceMembershipPermissionNe-1AXC7KL0GZYF7","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67-amplifyDataWorkspaceMembershipPermissionSe-M4CCZ1MPRCHO","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a","","UPDATE_COMPLETE","14","14","2","0","0","0","0","0","4","1","6","35"
"amplify-d2cux232bpa951-master-branch-53ef67772a-apistack7B433BC7-FH35ARGBCBQJ","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a","UPDATE_COMPLETE","49","49","0","0","0","0","0","0","0","0","0","1"
"amplify-d2cux232bpa951-master-branch-53ef67772a-auth179371D7-1HCDNYERQA09Z","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a","UPDATE_COMPLETE","37","37","2","0","0","0","14","0","18","0","0","13"
"amplify-d2cux232bpa951-master-branch-53ef67772a-data7552DF31-1O7UWRQP5A8D3","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a","UPDATE_COMPLETE","86","86","3","4","0","0","0","4","7","4","55","11"
"amplify-d2cux232bpa951-master-branch-53ef67772a-function1351588B-3LAUWIBLIPW2","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a","UPDATE_COMPLETE","4","4","1","0","0","0","0","0","2","0","0","2"
"amplify-d2cux232bpa951-master-branch-53ef67772a-overlaysourcestackF7F134D8-1013ERNKC34AE","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a","UPDATE_COMPLETE","43","43","1","0","3","0","0","0","2","0","0","8"
"amplify-d2cux232bpa951-master-branch-53ef67772a-storage0EC3F24A-UONKYPZQFB94","amplify-d2cux232bpa951-master-branch-53ef67772a","amplify-d2cux232bpa951-master-branch-53ef67772a","UPDATE_COMPLETE","12","12","1","0","0","0","0","2","6","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataAlphaServiceNonceNestedStackAlp-DMLE0OMMIP5S","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataAmplifyTableManagerNestedStackA-7AI5HKPU3M8M","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","9","9","2","0","0","0","0","0","5","0","0","1"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataApplicationAnswerNestedStackApp-1SVKYC7N9BO22","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataApplicationAuditEventNestedStac-12X97TWEQYXD5","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataApplicationCreatorProfileNested-V6ZK45P6NOZ4","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataApplicationIdempotencyNestedSta-118WH2VTC1ZWC","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataApplicationPublicRateLimitNeste-163IYSSIYIYG","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataApplicationScheduleNestedStackA-1UT6141D98JRF","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataApplicationSubmissionNestedStac-11OBKUAJNWLUT","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","50","50","0","47","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataBoardPermissionRuleNestedStackB-TSUPUYSM1YZ7","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataBrandAccessNestedStackBrandAcce-CMGMCTMW5PQT","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataBrandAccessPermissionNestedStac-1M1BH1U7TUGS","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataBrandNestedStackBrandNestedStac-1K6XHLOUJJGW7","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataConnectionStackNestedStackConne-19FTP53HBKEQP","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","UPDATE_COMPLETE","109","109","0","108","0","0","0","0","0","0","0","0"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataCreatorWorkspaceRecordNestedSta-10A2L3YD3K1DZ","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","UPDATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataDiscordBotConfigurationNestedSt-1TH487MOPW3TH","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataEventNestedStackEventNestedStac-1EDJWWJ26VUPJ","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataEventSuggestionNestedStackEvent-142POZF3C6JTR","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataEventTagNestedStackEventTagNest-PVOFISTKSG18","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataForumActivityNestedStackForumAc-OLAZ1IFAQXLD","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","40","40","0","37","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataForumBoardNestedStackForumBoard-A1HB20HEKRQ0","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataForumCategoryNestedStackForumCa-1VNN1Q6434XPU","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataForumPostNestedStackForumPostNe-11LRI0PQNFLQZ","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataForumThreadNestedStackForumThre-I17HBZ18FH2B","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataFulfillmentOrderNestedStackFulf-1C2C3IWZ56L2I","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataFunctionDirectiveStackNestedSta-86G2CHX8JSF4","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","UPDATE_COMPLETE","475","475","0","316","0","0","0","0","158","0","0","0"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataGroupPermissionNestedStackGroup-17UP3UD9J7ANJ","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataInvestorAccessAuditEventNestedS-X40LLTA7S3DM","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataInvestorAccessNestedStackInvest-17STDTCCDOXVK","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataInvestorAccessRequestNestedStac-1K6KZ35497O0","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMediaCollectionNestedStackMedia-A4BXUP3YZBDC","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMediaItemNestedStackMediaItemNe-2SPGX7UIWTPT","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMerchCategoryNestedStackMerchCa-1ALE2R3G8QR5O","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMerchProductBrandNestedStackMer-14QY8RX6D1GVQ","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMerchProductCategoryNestedStack-TRNS21CMT61Y","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMerchProductImageNestedStackMer-XYCJWX3RHESM","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMerchProductNestedStackMerchPro-17FD3CPV8KLMN","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataMerchProductVariantNestedStackM-1X1M1GJXW55JW","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataPermissionAuditEventNestedStack-YVGO0UZLO8OY","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataPermissionDefinitionNestedStack-10MIKYF9ME7E8","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataPlayerChampionPoolEntryNestedSt-172KTKG5ZK30D","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataRewardRedemptionEventClaimNeste-17J4P4PM11768","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataRewardRedemptionEventNestedStac-LADWHN8M13LU","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTeamMembershipNestedStackTeamMe-P5ZWKB9GG0PL","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTeamNestedStackTeamNestedStackR-7R4WZMVVMDUZ","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTeamRosterSlotNestedStackTeamRo-1IC0B4F5I1D2S","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","46","46","0","43","0","1","0","0","1","1","0","3"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTwitchCommandNestedStackTwitchC-1T2KVMFTEV2TE","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTwitchIntegrationNestedStackTwi-1TYPDBLX7TJ69","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTwitchOAuthTransactionNestedSta-EPEXW8VEQJAK","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","UPDATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTwitchRuntimeHealthNestedStackT-1AGCLSY86KE3O","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataTwitchTokenVaultNestedStackTwit-CNE67V3H6NF2","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","43","43","0","40","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataUserProfileNestedStackUserProfi-3RG30LE817C4","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","41","41","0","38","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataWorkspaceMembershipNestedStackW-11UM5DROI2BZY","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataWorkspaceMembershipPermissionNe-1UXJLLFRPENZO","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b386-amplifyDataWorkspaceMembershipPermissionSe-1I0BZ5J3DDTSL","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406","","UPDATE_COMPLETE","14","14","2","0","0","0","0","0","4","1","6","35"
